id,session_id,event_type,action,target_element,target_section,coordinates,text_content,metadata,timestamp
67115,session_1762096692449_ij9sf4nym,mouse,cursor_move,,prompting,"{""x"":101,""y"":922}",,,442764
67116,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":123,""y"":888}",,,442871
67117,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":144,""y"":872}",,,442977
67118,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":145,""y"":870}",,,443084
67119,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":150,""y"":828}",,,443191
67120,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":190,""y"":729}",,,443297
67121,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":192,""y"":726}",,,443792
67122,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":516,""y"":389}",,,443898
67123,session_1762096692449_ij9sf4nym,mouse,cursor_move,,response,"{""x"":715,""y"":183}",,,444191
67124,session_1762096692449_ij9sf4nym,mouse,cursor_move,,,"{""x"":1512,""y"":0}",,,444297
67125,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1461,""y"":185}",,,446498
67126,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1171,""y"":386}",,,446606
67127,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1168,""y"":388}",,,446965
67128,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1168,""y"":387}",,,447112
67129,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1168,""y"":384}",,,447219
67130,session_1762096692449_ij9sf4nym,ui,input_focus,writing-textarea,writing,,,"{""currentCharCount"":0,""currentWordCount"":0}",447365
67131,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1169,""y"":383}",,,447366
67132,session_1762096692449_ij9sf4nym,mouse,click,"[data-testid=""writing-textarea""]",writing,"{""x"":1169,""y"":383}",,{},447381
67133,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""["",""code"":""BracketLeft"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",448217
67134,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":1,""charsDelta"":1,""insertedText"":""["",""previousLength"":0}",448223
67135,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""]"",""code"":""BracketRight"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",448310
67136,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":2,""charsDelta"":1,""insertedText"":""]"",""previousLength"":1}",448311
67137,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""ArrowLeft"",""code"":""ArrowLeft"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",448668
67138,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""t"",""code"":""KeyT"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",449227
67139,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":3,""charsDelta"":1,""insertedText"":""t"",""previousLength"":2}",449229
67140,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""e"",""code"":""KeyE"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",449365
67141,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":4,""charsDelta"":1,""insertedText"":""e"",""previousLength"":3}",449366
67142,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""s"",""code"":""KeyS"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",449532
67143,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":5,""charsDelta"":1,""insertedText"":""s"",""previousLength"":4}",449532
67144,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""t"",""code"":""KeyT"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",449588
67145,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":6,""charsDelta"":1,""insertedText"":""t"",""previousLength"":5}",449589
67146,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":"" "",""code"":""Space"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",449764
67147,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":7,""charsDelta"":1,""insertedText"":"" "",""previousLength"":6}",449765
67148,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""s"",""code"":""KeyS"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",451967
67149,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":8,""charsDelta"":1,""insertedText"":""s"",""previousLength"":7}",451968
67150,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""e"",""code"":""KeyE"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452163
67151,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":9,""charsDelta"":1,""insertedText"":""e"",""previousLength"":8}",452166
67152,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""a"",""code"":""KeyA"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452351
67153,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":10,""charsDelta"":1,""insertedText"":""a"",""previousLength"":9}",452353
67154,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""r"",""code"":""KeyR"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452437
67155,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":11,""charsDelta"":1,""insertedText"":""r"",""previousLength"":10}",452438
67156,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""c"",""code"":""KeyC"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452678
67157,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":12,""charsDelta"":1,""insertedText"":""c"",""previousLength"":11}",452681
67158,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""h"",""code"":""KeyH"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452741
67159,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":13,""charsDelta"":1,""insertedText"":""h"",""previousLength"":12}",452742
67160,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":"" "",""code"":""Space"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452857
67161,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":14,""charsDelta"":1,""insertedText"":"" "",""previousLength"":13}",452859
67162,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""t"",""code"":""KeyT"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",452976
67163,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":15,""charsDelta"":1,""insertedText"":""t"",""previousLength"":14}",452978
67164,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""h"",""code"":""KeyH"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",453134
67165,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":16,""charsDelta"":1,""insertedText"":""h"",""previousLength"":15}",453136
67166,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""e"",""code"":""KeyE"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",453225
67167,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":17,""charsDelta"":1,""insertedText"":""e"",""previousLength"":16}",453227
67168,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":"" "",""code"":""Space"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",453311
67169,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":18,""charsDelta"":1,""insertedText"":"" "",""previousLength"":17}",453314
67170,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""w"",""code"":""KeyW"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",453434
67171,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":19,""charsDelta"":1,""insertedText"":""w"",""previousLength"":18}",453436
67172,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""e"",""code"":""KeyE"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",453510
67173,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":20,""charsDelta"":1,""insertedText"":""e"",""previousLength"":19}",453512
67174,session_1762096692449_ij9sf4nym,keyboard,key_press,"[data-testid=""writing-textarea""]",writing,,,"{""key"":""b"",""code"":""KeyB"",""altKey"":false,""ctrlKey"":false,""metaKey"":false,""shiftKey"":false}",453571
67175,session_1762096692449_ij9sf4nym,keyboard,text_insert,"[data-testid=""writing-textarea""]",writing,,,"{""newLength"":21,""charsDelta"":1,""insertedText"":""b"",""previousLength"":20}",453573
67176,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1174,""y"":387}",,,454094
67177,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1481,""y"":563}",,,454194
67178,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1674,""y"":790}",,,454300
67179,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1662,""y"":866}",,,454407
67180,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1616,""y"":927}",,,454514
67181,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1567,""y"":962}",,,454621
67182,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1559,""y"":959}",,,454728
67183,session_1762096692449_ij9sf4nym,mouse,hover_start,button,writing,"{""x"":1601,""y"":940}",,,454830
67184,session_1762096692449_ij9sf4nym,mouse,cursor_move,,writing,"{""x"":1546,""y"":951}",,,454835
67185,session_1762096692449_ij9sf4nym,ui,input_blur,writing-textarea,writing,,,"{""currentCharCount"":21,""currentWordCount"":4}",454860
67186,session_1762096692449_ij9sf4nym,mouse,click,button,writing,"{""x"":1546,""y"":951}",,"{""buttonText"":""Submit Final Work"",""buttonType"":""submit""}",454975
67187,session_1762096692449_ij9sf4nym,mouse,hover_end,button,writing,,,,454981
